Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Realtor
1245650000,35000,1551245,LoBarnechea,Clubdegolflomasdeladehesa,6,4,448.0,1428.0,0,12238976,Viel la Dehesa SPA
1850680000,52000,2304707,LoBarnechea,Caminodelsol-elmaillin,8,7,908.0,4844.0,6,12238851,Viel la Dehesa SPA
533850000,15000,664819,LoBarnechea,Elrodeo-lobarnechea,6,3,178.0,321.0,0,12238833,Viel la Dehesa SPA
665533000,18700,828808,Colina,Lopinto/stamartadeliray,4,4,540.0,3500.0,0,12238121,Lyon y Balmaceda Ltda.
110329000,3100,137396,PuenteAlto,DelCaribe/AvConchayToro/ElPenon/ConchayToroPar321/2,3,2,75.0,139.0,0,6911300,Jaime Moris Propiedades (Providencia)
1057023000,29700,1316342,LoBarnechea,Golfdemanquehue/caminolashualtatas,6,5,295.0,858.0,0,12238027,Lyon y Balmaceda Ltda.
674430500,18950,839889,Vitacura,Alonsodecordova/elciruelillo,6,3,210.0,400.0,3,12237958,Lyon y Balmaceda Ltda.
476906000,13400,593905,Peñalolén,LagunadelLajaOriente,4,3,160.0,410.0,2,8262589,Easyprop
80000000,2248,99626,Santiago,Nocedal,2,1,56.0,92.0,1,12236156,
1174470000,33000,1462603,LoBarnechea,Oportunidad//LasPataguas//LaDehesa,5,7,650.0,1600.0,8,11692312,Unne
300735500,8450,374515,LaFlorida,laflorida,3,3,136.0,200.0,0,8385161,Unne
889750000,25000,1108032,Vitacura,AlonsodeCórdova/ElCoigue,5,4,236.0,477.0,1,12234305,Lyon y Balmaceda Ltda.
640620000,18000,797783,Vitacura,NuevaCostanera/AntoniodePastrana,5,4,146.0,178.0,1,12234280,Lyon y Balmaceda Ltda.
992249200,27880,1235678,LoBarnechea,Oportunidad//Nueva//EnLaDehesa,5,5,265.0,720.0,3,10240588,Unne
2099454100,58990,2614513,Colina,Maravillosacasamediterraneacondomiiolasbrisas,5,5,583.0,3700.0,4,12234175,Lyon y Balmaceda Ltda.
942779100,26490,1174071,LoBarnechea,Preciosacasaapasosdelportalladehesa,5,4,306.0,1020.0,2,12234118,Lyon y Balmaceda Ltda.
1138880000,32000,1418281,LoBarnechea,Lindayfinacasa/huinganal/caminocolonial,5,6,417.0,1323.0,6,12234017,Lyon y Balmaceda Ltda.
1672374100,46990,2082658,Vitacura,Maravillosacasamediterranealuispasteur/manquehuenorte,5,4,400.0,1059.0,4,12233849,Lyon y Balmaceda Ltda.
1156319100,32490,1439999,LasCondes,Estupendacasageneralblanche/mirasol,5,4,360.0,1700.0,0,12233817,Lyon y Balmaceda Ltda.
1779500000,50000,2216065,Vitacura,Lindacasamediterranealacumbre/lavendimia,4,3,600.0,2000.0,0,12233703,Lyon y Balmaceda Ltda.
854160000,24000,1063711,LoBarnechea,Excentecasacaminocentral/av.Ladehesa,5,3,228.0,668.0,3,12233685,Lyon y Balmaceda Ltda.
106414100,2990,132521,Lampa,LaHacienda/LosTulipanes,3,2,68.0,200.0,0,12233069,Jorge Pablo Caro Propiedades
370136000,10400,460941,Ñuñoa,OrtuzarconIrarrazabal/MetroVillaFrei,4,3,180.0,330.0,2,12232610,Hobbins Vitacura
320310000,9000,398892,LaFlorida,CondominioVistaCordilleraIII,3,3,115.0,300.0,2,12227929,
277602000,7800,345706,LaFlorida,Portalesdepiedraoriente,3,3,123.0,335.0,0,12232064,
729595000,20500,908587,LoBarnechea,Av.Lostrapenses,6,4,232.0,327.0,3,12231987,Agustín Fuenzalida Propiedades
565881000,15900,704709,LoBarnechea,Pieandino,5,4,140.0,342.0,2,12231964,Agustín Fuenzalida Propiedades
1779500000,50000,2216065,LasCondes,Sandamián,5,4,440.0,1700.0,5,12231839,Agustín Fuenzalida Propiedades
782980000,22000,975068,Providencia,LosConquistadores/CarlosCasanueva,8,6,373.0,615.0,2,12231390,Viel Propiedades dos Ltda.
1028551000,28900,1280885,Providencia,LoContador,6,2,314.0,750.0,6,12231275,Viel Propiedades dos Ltda.
338105000,9500,421052,Colina,condominioelremansodechicureo,3,4,140.0,450.0,2,12231252,Easyprop
658415000,18500,819944,Colina,Alba2,4,4,200.0,5000.0,14,12231248,Easyprop
711800000,20000,886426,LasCondes,Monroe/LosDominicos,4,1,174.0,485.0,0,12231130,OSSANDON CORREDORES ASOCIADOS S.A.
551645000,15500,686980,LasCondes,Losdominicos/santamagdalenasofia,4,4,170.0,300.0,2,12231124,OSSANDON CORREDORES ASOCIADOS S.A.
793657000,22300,988365,PuenteAlto,Dimingotocornal/conchaytoro,4,3,211.0,1320.0,0,12231070,OSSANDON CORREDORES ASOCIADOS S.A.
1637140000,46000,2038780,LoBarnechea,Cerrolagunillas/bernardolarrain,4,6,349.0,1142.0,4,12231055,OSSANDON CORREDORES ASOCIADOS S.A.
277602000,7800,345706,LaFlorida,Josemiguelcarrera/santaraquel,3,4,197.0,446.0,0,12231033,OSSANDON CORREDORES ASOCIADOS S.A.
505378000,14200,629362,Colina,Oportunidad//pasajelaquebradanorte//chamisero,4,5,166.0,619.0,3,10629157,Unne
462670000,13000,576177,LasCondes,SebastiánElCano,4,2,133.0,306.0,4,12229280,Lyon y Balmaceda Ltda.
537409000,15100,669252,LoBarnechea,Jumboav.Ladehesa,5,4,140.0,321.0,2,12229103,OSSANDON CORREDORES ASOCIADOS S.A.
1063073300,29870,1323877,LoBarnechea,Caminodemichai,5,4,369.0,2080.0,8,12229063,OSSANDON CORREDORES ASOCIADOS S.A.
462314100,12990,575734,Colina,Piedraroja,4,4,140.0,447.0,5,12228210,OSSANDON CORREDORES ASOCIADOS S.A.
518902200,14580,646204,Colina,Piedraroja,5,4,180.0,560.0,2,12228164,OSSANDON CORREDORES ASOCIADOS S.A.
782980000,22000,975068,Peñalolén,Laspircas,4,4,400.0,1861.0,3,12228070,OSSANDON CORREDORES ASOCIADOS S.A.
1388010000,39000,1728531,LoBarnechea,Av.Ladehesa,6,5,380.0,1230.0,5,12228020,OSSANDON CORREDORES ASOCIADOS S.A.
515699100,14490,642216,Colina,Encondominio.Preciosacasaoportunidad,4,4,160.0,600.0,0,12227488,Nieto & Stone Propiedades
516055000,14500,642659,LoBarnechea,Mjnencondominio-nororiente,6,4,140.0,277.0,0,12227446,Nieto & Stone Propiedades
379567350,10665,472687,Ñuñoa,Sectoremiliatellez-enpasajeexcelenteubicación,3,1,65.0,328.0,0,12227160,Nieto & Stone Propiedades
471567500,13250,587257,Colina,Oportunidadchamisero-encondominio-conpiscina,3,4,178.0,469.0,0,12227128,Nieto & Stone Propiedades
854160000,24000,1063711,Vitacura,Juanxxiiisectorclinicaalemanacasaremodeladacod-mjn,4,4,131.0,375.0,0,12227063,Nieto & Stone Propiedades
587235000,16500,731301,LasCondes,Cardenalnewmanpuntadeleste,4,3,160.0,504.0,3,12225375,Lyon y Balmaceda Ltda.
121006000,3400,150692,LaCisterna,AvenidaOssa,3,1,60.0,150.0,0,6913080,Unne
569262050,15995,708919,LasCondes,RíoGuadiana/CarlosPeñaOtaegui,5,4,300.0,437.0,5,12225079,Lyon y Balmaceda Ltda.
494701000,13900,616066,LasCondes,LasLomas/Miravalle,5,3,141.0,435.0,2,12225063,Lyon y Balmaceda Ltda.
1067700000,30000,1329639,Vitacura,ElLitre/AlonsodeCordova,4,3,393.0,485.0,0,12225001,Lyon y Balmaceda Ltda.
1672730000,47000,2083101,Vitacura,Luispasteur/loarcaya,6,6,409.0,1400.0,0,12224950,Lyon y Balmaceda Ltda.
1174470000,33000,1462603,LasCondes,Sanjosedelasierra/charleshamilton,5,4,401.0,1820.0,3,12224919,Lyon y Balmaceda Ltda.
250375650,7035,311800,Santiago,ArtemioGutierrez/Victoria,6,3,263.0,201.0,0,12223253,Bofill y  Asociados Ltda
1052325120,29568,1310492,Colina,LasCampiñas/LoArcaya,7,4,539.0,5000.0,0,12223088,Bofill y  Asociados Ltda
434198000,12200,540720,LoBarnechea,PadreArteaga/ElGabino,5,4,120.0,360.0,0,12221290,Bofill y  Asociados Ltda
444875000,12500,554016,Providencia,InfanteconAlférezReal,4,3,132.0,264.0,0,12221237,Bofill y  Asociados Ltda
204393370,5743,254537,Peñalolén,GreciaconTobalaba,4,4,267.0,250.0,0,12221224,Bofill y  Asociados Ltda
775862000,21800,966204,Ñuñoa,CoventryconSimónBolivar,6,4,250.0,660.0,2,12221190,Bofill y  Asociados Ltda
640620000,18000,797783,LasCondes,MetroLosDominicos,3,2,200.0,490.0,5,12221163,Bofill y  Asociados Ltda
348782000,9800,434349,Ñuñoa,Pza.ñuñoa,4,2,119.0,163.0,0,12219378,Bofill y  Asociados Ltda
135242000,3800,168421,Maipú,Losgobernadores/av.Lumentt,3,1,70.0,100.0,0,12218189,Hobbins Vitacura
249130000,7000,310249,Ñuñoa,Av.Marathon/losalercestt,6,2,154.0,128.0,0,12218181,Hobbins Vitacura
85000000,2388,105853,Recoleta,Pasajelavalleja-av.Zapadorestt,2,2,67.0,66.0,0,12218127,Hobbins Vitacura
195745000,5500,243767,QuintaNormal,SantaPetronila/CatedralTT,4,2,150.0,200.0,0,12217934,Hobbins Vitacura
165066420,4638,205562,Maipú,Pje.SanMarino/MetroSantiagoBuerasTT,3,2,161.0,231.0,0,12217804,Hobbins Vitacura
871955000,24500,1085872,LoBarnechea,SantiagoCollege/LosTrapenses-DN,5,3,270.0,808.0,6,12216821,Hobbins Vitacura
377254000,10600,469806,PadreHurtado,CaminoaValparaiso/CondominioLaPrimavera-DN,3,3,140.0,5000.0,6,12216307,Hobbins Vitacura
1405805000,39500,1750691,LoBarnechea,CaminoelHuinganal/CaminoElCorregidor-DN,5,4,320.0,2053.0,5,12216088,Hobbins Vitacura
293617500,8250,365651,Colina,SanVicentedeloArcaya/LosDamascos-DN,3,2,110.0,5000.0,0,12216009,Hobbins Vitacura
133818400,3760,166648,PuenteAlto,caminorealcontroncalSanFrancisco,3,2,82.0,120.0,2,11134806,Nexxos
569440000,16000,709141,Independencia,Av.FermínVivaceta2446,4,2,186.0,527.0,3,12209528,Cadepar Propiedades SpA
352341000,9900,438781,LasCondes,Lascondes,3,2,112.0,212.0,3,12203824,Agustín Fuenzalida Propiedades
1242091000,34900,1546813,LasCondes,caminolafuente,7,6,480.0,1430.0,14,12203782,Agustín Fuenzalida Propiedades
847042000,23800,1054847,LasCondes,Delinca,5,5,247.0,500.0,4,12203756,Agustín Fuenzalida Propiedades
569440000,16000,709141,LasCondes,Losdominicos,6,4,192.0,347.0,3,12203697,Agustín Fuenzalida Propiedades
100000000,2810,124533,QuintaNormal,Abtao1037,4,1,80.0,80.0,0,12203022,
953812000,26800,1187811,LasCondes,Elamancay,5,6,527.0,1277.0,0,12203613,Agustín Fuenzalida Propiedades
601471000,16900,749030,LasCondes,CharlesHamilton,4,3,133.0,392.0,2,12203595,Agustín Fuenzalida Propiedades
676210000,19000,842105,LasCondes,SanFranciscodeAsis,4,4,204.0,260.0,0,12203579,Agustín Fuenzalida Propiedades
569084100,15990,708698,LasCondes,Bocaccio,3,4,220.0,290.0,3,12203552,Agustín Fuenzalida Propiedades
1886270000,53000,2349029,LasCondes,CaminolasFlors,5,4,300.0,2898.0,0,12203480,Agustín Fuenzalida Propiedades
612148000,17200,762326,LasCondes,Sanbenito,5,5,180.0,300.0,0,12203464,Agustín Fuenzalida Propiedades
672651000,18900,837672,LasCondes,Bocaccio,5,4,234.0,446.0,0,12203440,Agustín Fuenzalida Propiedades
1170911000,32900,1458171,LasCondes,Lafuente,6,6,320.0,826.0,8,12203398,Agustín Fuenzalida Propiedades
669092000,18800,833240,LasCondes,lasverientes,5,4,162.0,442.0,4,12203368,Agustín Fuenzalida Propiedades
871955000,24500,1085872,LasCondes,Quinchamali,4,4,320.0,1030.0,2,12203326,Agustín Fuenzalida Propiedades
1313271000,36900,1635456,LasCondes,CaminoOtoñal,8,7,536.0,1856.0,7,12203259,Agustín Fuenzalida Propiedades
871919410,24499,1085827,LasCondes,LasLavandulas,4,4,350.0,1150.0,3,12203166,Agustín Fuenzalida Propiedades
580117000,16300,722437,LasCondes,Roncesvalles,4,3,152.0,348.0,0,12203124,Agustín Fuenzalida Propiedades
1032110000,29000,1285318,LasCondes,Montecasino,5,5,335.0,1600.0,4,12202257,Agustín Fuenzalida Propiedades
793301100,22290,987922,LasCondes,Campanario,5,5,240.0,400.0,5,12202215,Agustín Fuenzalida Propiedades
400000000,11239,498132,LasCondes,GeneralBlanche,4,4,180.0,288.0,2,12202188,Agustín Fuenzalida Propiedades
427080000,12000,531856,PuenteAlto,ProfesorAlcaíno,7,3,200.0,314.0,3,6515712,
761626000,21400,948476,LasCondes,Laslomas,5,4,312.0,523.0,4,12202154,Agustín Fuenzalida Propiedades
782980000,22000,975068,LasCondes,CaminoLasFlores,6,4,203.0,475.0,2,12202121,Agustín Fuenzalida Propiedades
1049905000,29500,1307478,LasCondes,Laforesta,6,5,390.0,668.0,5,12202079,Agustín Fuenzalida Propiedades
1067700000,30000,1329639,LasCondes,CarlosPeñaOtaegui,5,5,350.0,1100.0,2,12202037,Agustín Fuenzalida Propiedades
1103290000,31000,1373960,LasCondes,Tirua,6,5,412.0,1207.0,0,12201995,Agustín Fuenzalida Propiedades
551645000,15500,686980,LasCondes,PaulHarris,6,3,218.0,400.0,0,12201979,Agustín Fuenzalida Propiedades
850601000,23900,1059279,LasCondes,CerroCatedral,7,5,270.0,448.0,0,12201904,Agustín Fuenzalida Propiedades
1049905000,29500,1307478,LasCondes,LasTortolas,5,5,293.0,800.0,5,12201862,Agustín Fuenzalida Propiedades
761626000,21400,948476,LasCondes,CarlosPeñaOtaegui,5,4,266.0,805.0,2,12201843,Agustín Fuenzalida Propiedades
1297077550,36445,1615290,Providencia,AlferezReal,6,5,229.0,600.0,0,12201801,Agustín Fuenzalida Propiedades
1352420000,38000,1684209,LoBarnechea,BernardoLarrain,7,7,577.0,1276.0,0,12201653,Agustín Fuenzalida Propiedades
2106928000,59200,2623821,LasCondes,Otoñal,6,4,650.0,3200.0,13,12201599,Agustín Fuenzalida Propiedades
316751000,8900,394460,Huechuraba,Fviav.Puntanogalesconpedrofontova,4,4,140.0,270.0,2,12201128,Nieto & Stone Propiedades
248774100,6990,309806,Huechuraba,FVIPaillacarconQuilahueque,3,4,128.0,208.0,2,12201096,Nieto & Stone Propiedades
259451100,7290,323102,Huechuraba,JNREnventa,3,3,140.0,280.0,0,12201069,Nieto & Stone Propiedades
444519100,12490,553573,Huechuraba,Fvisantamartaconelroble,5,5,156.0,533.0,4,12201039,Nieto & Stone Propiedades
284364100,7990,354127,Huechuraba,JNROportunidad!!,4,4,140.0,276.0,2,12201010,Nieto & Stone Propiedades
120000000,3372,149440,Colina,LosAstronautas/SanNicolas,3,1,90.0,135.0,0,6656578,Jorge Pablo Caro Propiedades
1049905000,29500,1307478,Vitacura,Avsantamaria,6,4,274.0,725.0,0,12200430,Propiedades Viel SpA
1243870500,34950,1549029,LoBarnechea,Avenidalaspataguas,6,4,420.0,1228.0,8,12200317,Propiedades Viel SpA
122000000,3428,151930,Maipú,SanEdmundo,5,2,131.0,130.0,2,8261432,Corredora de Propiedades Alto Coipue spa
145000000,4074,180573,Colina,LosArándanos,4,3,84.0,194.0,2,8372545,Corredora de Propiedades Alto Coipue spa
132000000,3709,164384,Maipú,SantaBerta,7,3,145.0,110.0,1,8372582,Corredora de Propiedades Alto Coipue spa
119000000,3344,148194,Maipú,Elgranizo,5,2,113.0,108.0,2,9142425,Corredora de Propiedades Alto Coipue spa
140000000,3934,174346,Maipú,Maipú,5,2,116.0,166.0,2,9531191,Corredora de Propiedades Alto Coipue spa
165000000,4636,205479,Maipú,Elalto,4,4,154.0,159.0,2,9811816,Corredora de Propiedades Alto Coipue spa
139000000,3906,173101,Maipú,SurdeChile,5,2,127.0,112.0,2,9814064,Corredora de Propiedades Alto Coipue spa
145000000,4074,180573,Colina,LosArándanos,4,3,84.0,194.0,2,10891835,Corredora de Propiedades Alto Coipue spa
160155000,4500,199446,Maipú,Elarrayán,3,2,101.0,191.0,2,11080293,Corredora de Propiedades Alto Coipue spa
140000000,3934,174346,Maipú,LasBrisas4103,6,3,108.0,124.0,0,11549266,Corredora de Propiedades Alto Coipue spa
147057880,4132,183136,LaFlorida,esquinaconcallelapirámide,4,1,112.0,115.0,2,11134755,Nexxos
854160000,24000,1063711,Pirque,AvenidaConchayToro/PuenteRíoMaipo/Iglesia,7,7,600.0,3937.0,8,12199774,Lavalsil Ltda.
396828500,11150,494182,Buin,Buin,4,4,140.0,740.0,3,12198864,La Cumbre Propiedades
1530370000,43000,1905816,LoBarnechea,Paseodealcala-losnogalesladehesa,6,4,637.0,1694.0,8,12198612,Lyon y Balmaceda Ltda.
135000000,3793,168120,PadreHurtado,PasajeCarmenere,3,2,68.0,113.0,1,11483293,
175000000,4917,217933,LoPrado,SanPablo/AvenidaLasTorres,8,6,200.0,190.0,0,6599726,Jorge Pablo Caro Propiedades
169586350,4765,211191,SanJoaquín,Llico293,3,1,98.0,237.0,0,12194650,
120000000,3372,149440,SanRamón,Paraguay1661,4,3,96.0,217.0,3,12195908,Propiedades De Luca
200000000,5620,249066,CerroNavia,Janequeo6655,5,1,290.0,333.0,1,12194972,
400000000,11239,498132,Santiago,GeneralBulnes/SantoDomingo,4,3,214.0,220.0,0,3941546,Jorge Pablo Caro Propiedades
1672730000,47000,2083101,LoBarnechea,ElMolino/BernardoLarrain,9,5,662.0,2572.0,0,12195191,Propiedades Viel SpA
551645000,15500,686980,Vitacura,Joaquincerda,3,1,66.0,326.0,0,12195133,Propiedades Viel SpA
889750000,25000,1108032,Colina,LasBrisasdeChicureo,5,5,307.0,2880.0,0,12195113,Propiedades Viel SpA
594353000,16700,740166,Colina,CondominioLasFlores,4,4,188.0,748.0,0,12195083,Propiedades Viel SpA
1423600000,40000,1772852,Providencia,SantaMaria/PedrodeValdiviaNorte,7,5,399.0,824.0,20,12194828,Propiedades Viel SpA
540968000,15200,673684,LasCondes,EntreBulnesCorreayLasVertientes,6,4,190.0,250.0,0,12193906,Bofill y  Asociados Ltda
127000000,3568,158157,Quilicura,Quilicura,3,2,66.0,140.0,1,12192926,
1174470000,33000,1462603,LoBarnechea,Condominio-piéandino-trapenses,5,3,400.0,1200.0,0,12192651,Viel la Dehesa SPA
943135000,26500,1174514,LoBarnechea,Condominio-piéandino-trapenses,5,3,297.0,800.0,3,12192609,Viel la Dehesa SPA
348070200,9780,433462,LaReina,MetroPlazaEgaña,4,3,198.0,524.0,0,12191939,C y S Gestión Inmobiliaria Ltda
259800000,7300,323537,LaReina,PepeVila/MetroFernandoCastilloVelasco,5,2,139.0,220.0,1,12191921,C y S Gestión Inmobiliaria Ltda
299600000,8418,373101,Ñuñoa,EmiliaTellez,4,2,136.0,215.0,2,12191898,C y S Gestión Inmobiliaria Ltda
49114200,1380,61163,Maipú,Aguasanta,3,1,68.0,62.0,1,10502129,
960930000,27000,1196675,Vitacura,SantaMariadeManquehue,6,5,415.0,720.0,2,12191727,Mi Llave
384372000,10800,478670,Colina,CondominioBordeAndino,3,3,130.0,430.0,2,12191168,Hobbins Vitacura
626384000,17600,780055,LasCondes,CarlosPeñaOtaegui/AlteSoublette.-M.L.A.,6,4,197.0,508.0,0,12191086,Hobbins Vitacura
653076500,18350,813296,Peñalolén,Lospresidentes/alvarocasanova.-m.L.A,7,5,237.0,701.0,4,12190981,Hobbins Vitacura
1110408000,31200,1382824,LoBarnechea,Avda.Ladehesamla,5,5,450.0,1350.0,0,12190914,Hobbins Vitacura
818570000,23000,1019390,LasCondes,CharlesHamilton,4,3,240.0,442.0,0,12190109,Agustín Fuenzalida Propiedades
387575100,10890,482659,Peñalolén,ColegioMayor,5,3,190.0,290.0,2,12190093,Mi Llave
854160000,24000,1063711,LoBarnechea,LagunaLoBarnechea,5,5,216.0,260.0,2,12189750,Invictus Spa
462314100,12990,575734,LoBarnechea,Elgabino,4,3,133.0,340.0,0,12189100,Invictus Spa
497904100,13990,620055,Peñalolén,Laspircas,5,4,140.0,503.0,0,12188950,Invictus Spa
405370100,11390,504820,LoBarnechea,PlazaSanEnrique,5,4,150.0,256.0,0,12188901,Invictus Spa
747390000,21000,930747,Santiago,ParqueO´higgins,6,4,500.0,500.0,0,12188071,Invictus Spa
1601550000,45000,1994458,LoBarnechea,Elmolino,7,6,552.0,1480.0,4,12188039,Invictus Spa
672651000,18900,837672,Colina,ColegioAlemánChicureo,5,4,902.0,284.0,0,12187920,Invictus Spa
1743910000,49000,2171743,LasCondes,Quinchamali,6,6,420.0,1920.0,5,12187774,Invictus Spa
1240311500,34850,1544597,Vitacura,LaVendimia,7,5,532.0,1200.0,4,12187756,Invictus Spa
426581740,11986,531235,LaReina,FranciscodeVillagra,6,4,161.0,528.0,10,12187648,Invictus Spa
462670000,13000,576177,Ñuñoa,SantaJulia,4,2,196.0,516.0,0,12187632,Invictus Spa
1281240000,36000,1595567,Vitacura,Pioxiconvitacura,5,4,300.0,930.0,0,12186826,Invictus Spa
72000000,2023,89664,PadreHurtado,PasajeUno&PasajeCuatro,3,2,51.0,72.0,1,8817113,Gesinprop Gestión Inmobiliaria
854160000,24000,1063711,Vitacura,MonseñorEscrivádeBalaguer-Vitacura-BordeRio,3,3,200.0,500.0,0,12186746,Invictus Spa
587235000,16500,731301,Independencia,MunicipalidadIndependencia,8,6,264.0,420.0,0,12186690,Invictus Spa
1210060000,34000,1506924,LasCondes,CerrosanLuis,4,4,280.0,550.0,0,12186556,Invictus Spa
455552000,12800,567313,LaFlorida,ColegioBoston,6,4,250.0,810.0,2,12186533,Invictus Spa
624000000,17533,777086,SanMiguel,LaMarina/VenturaBlancoViel,8,4,145.0,1080.0,0,3945135,Jorge Pablo Caro Propiedades
943135000,26500,1174514,LasCondes,losmonjes,5,4,236.0,783.0,0,12185778,Agustín Fuenzalida Propiedades
612148000,17200,762326,LasCondes,Valdepeña,4,4,230.0,430.0,0,12185702,Agustín Fuenzalida Propiedades
711800000,20000,886426,LasCondes,Republicadehonduras,5,5,185.0,497.0,0,12185670,Agustín Fuenzalida Propiedades
960930000,27000,1196675,LasCondes,Caminolasflores,6,5,260.0,580.0,0,12185624,Agustín Fuenzalida Propiedades
795436500,22350,990581,LoBarnechea,CaminoelHuinganal,4,4,186.0,706.0,0,12185553,Agustín Fuenzalida Propiedades
640620000,18000,797783,LasCondes,CaminoLasHojas,5,3,200.0,481.0,0,12185538,Agustín Fuenzalida Propiedades
779421000,21900,970636,LasCondes,Elalba,6,4,215.0,587.0,0,12185512,Agustín Fuenzalida Propiedades
800775000,22500,997229,LasCondes,Avda.FranciscoBulnesCorrea,5,5,259.0,450.0,0,12185478,Agustín Fuenzalida Propiedades
1014315000,28500,1263157,LasCondes,Otoñal,8,6,372.0,1049.0,5,12185421,Agustín Fuenzalida Propiedades
996520000,28000,1240996,LasCondes,LasCondes-SanDamián,5,5,220.0,916.0,0,12185008,Agustín Fuenzalida Propiedades
1049905000,29500,1307478,LasCondes,Quebradahonda,5,6,334.0,1150.0,0,12184980,Agustín Fuenzalida Propiedades
427080000,12000,531856,LasCondes,avda.padrehurtado,3,3,133.0,242.0,0,12184966,Agustín Fuenzalida Propiedades
1779500000,50000,2216065,LasCondes,Lasflores,10,5,762.0,3460.0,10,12184894,Agustín Fuenzalida Propiedades
516055000,14500,642659,LasCondes,Imperial/cristobalcolon,4,3,190.0,290.0,0,12184873,Agustín Fuenzalida Propiedades
889750000,25000,1108032,LasCondes,VitalApoquindo,5,5,295.0,625.0,2,12184831,Agustín Fuenzalida Propiedades
708241000,19900,881994,LasCondes,Sanramon,4,3,170.0,410.0,2,12184805,Agustín Fuenzalida Propiedades
694005000,19500,864265,LasCondes,LasFlores/Cerrocatedral,5,4,241.0,400.0,1,12184776,Agustín Fuenzalida Propiedades
978725000,27500,1218836,LasCondes,SanCarlosdeApoquindo,6,4,268.0,490.0,0,12184762,Agustín Fuenzalida Propiedades
1014315000,28500,1263157,LasCondes,LasTortolas,6,5,454.0,820.0,6,12184720,Agustín Fuenzalida Propiedades
871599100,24490,1085429,LasCondes,Viguela,5,4,273.0,811.0,3,12184621,Agustín Fuenzalida Propiedades
800775000,22500,997229,LasCondes,CaminoSanAntonio,4,4,198.0,690.0,0,12184607,Agustín Fuenzalida Propiedades
1779500000,50000,2216065,LoBarnechea,Lostrapenses,5,7,520.0,925.0,0,12184565,Agustín Fuenzalida Propiedades
800775000,22500,997229,LasCondes,SanRamon-LasCondes-SanCarlosdeApoquindo,6,5,210.0,450.0,0,12184523,Agustín Fuenzalida Propiedades
1067700000,30000,1329639,LasCondes,Generalblanche,6,7,414.0,1413.0,0,12184500,Agustín Fuenzalida Propiedades
978369100,27490,1218392,LasCondes,Lafuente,7,5,280.0,980.0,6,12184464,Agustín Fuenzalida Propiedades
782980000,22000,975068,LasCondes,Lacabaña-sandamian-lascondes,5,5,360.0,840.0,0,12183489,Agustín Fuenzalida Propiedades
1064141000,29900,1325207,LasCondes,Carlospeñaotaegui,6,6,376.0,875.0,0,12183442,Agustín Fuenzalida Propiedades
1032110000,29000,1285318,LasCondes,CerroCalan,5,5,350.0,1393.0,6,12183373,Agustín Fuenzalida Propiedades
960930000,27000,1196675,Vitacura,Locurro,5,4,511.0,1800.0,0,12183319,Agustín Fuenzalida Propiedades
1218957500,34250,1518004,LasCondes,CaminoLasHojas,5,4,260.0,536.0,4,12183268,Agustín Fuenzalida Propiedades
1060582000,29800,1320775,LasCondes,LasCondesas,6,5,270.0,1315.0,2,12183209,Agustín Fuenzalida Propiedades
809672500,22750,1008309,LasCondes,PaulHarris,4,4,200.0,600.0,0,12183183,Agustín Fuenzalida Propiedades
1281240000,36000,1595567,Providencia,CarmenSylva-Suecia,3,2,235.0,434.0,0,12183141,Agustín Fuenzalida Propiedades
3381050000,95000,4210523,Colina,Avda.Chicureo,6,8,1046.0,4820.0,16,12183104,Agustín Fuenzalida Propiedades
871955000,24500,1085872,LasCondes,Camarico,5,5,362.0,1074.0,4,12183053,Agustín Fuenzalida Propiedades
238453000,6700,296953,LaFlorida,Guacoldayrengo,5,3,161.0,352.0,3,11134724,Nexxos
1014315000,28500,1263157,LasCondes,Condominiomuyseguro/sancarlosdeapoquindo,5,5,245.0,500.0,0,12180983,Lyon y Balmaceda Ltda.
226708300,6370,282327,PadreHurtado,SantaHerminia1356casa38condominioLagunadelSol,4,3,115.0,321.0,2,12180757,Vivaqui Propiedades
56000000,1573,69738,Pudahuel,Trovador9037,2,1,90.0,80.0,0,12167800,
127412200,3580,158670,CerroNavia,CondedeQuintaAlegre1162,2,3,122.0,134.0,2,8392460,
355544100,9990,442770,Huechuraba,¡¡VENDIDA!!Dentrodecondominio,5,4,140.0,294.0,0,12164896,Nieto & Stone Propiedades
241656100,6790,300942,Huechuraba,JNRImpecable!!!casatrespisoencondominio,4,4,132.0,190.0,0,12164858,Nieto & Stone Propiedades
316751000,8900,394460,Huechuraba,JNRFueradeCondominio,5,4,140.0,350.0,2,12164829,Nieto & Stone Propiedades
337749100,9490,420609,Huechuraba,SPCasa3piso,5,1,163.0,348.0,0,12164773,Nieto & Stone Propiedades
302159100,8490,376288,Huechuraba,SP.Jardínencantado,5,4,140.0,272.0,0,12164735,Nieto & Stone Propiedades
380457100,10690,473795,Huechuraba,SP.Casafueradecondominio,5,4,136.0,434.0,2,12164702,Nieto & Stone Propiedades
120000000,3372,149440,Maipú,RafaelDucosFigueroa,6,2,90.0,128.0,1,10122181,Gesinprop Gestión Inmobiliaria
403590600,11340,502603,Vitacura,LeoconApoloCinco,4,2,129.0,240.0,0,12163559,Invictus Spa
2135400000,60000,2659278,LoBarnechea,BernardoLarraín,7,6,600.0,1500.0,10,12162712,Viel la Dehesa SPA
